LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
LB-99424,"CONGRESS FINE DINING, LLC",LUCKY'S,NONE,UNNUMBERED SIDE ENTRANCE  ON A STREET  REAR ROOM FOR STOCK; ON SECOND FLOOR; IN ONE ROOM; ENTRANCE/EXIT ON CONGRESS ST. AND A ST. ENTRANCE/EXIT ON PRIVATE WAY IN REAR FOR DELIVERIES. NO MORE THAN 85 STANDING.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,240,"CONGRESS FINE DINING, LLC",NULL,355,359,  Congress ST,Boston,MA,2127,"(42.350051, -71.04848)"
LB-98881,"LUCKY'S AIRPORT, LLC",LUCKY'S LOUNGE,ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 10:00 A.M.,IN SPACE #26 WITH OPEN STORE FRONTS ON CONCOURSE ON THE UPPER LEVEL; KITCHEN AND STORAGE IN THEN REAR.,12/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALA,CV7 All Alc. Airp.,NULL,2:00 AM,2:30 AM,80,"LUCKY'S AIRPORT, LLC",NULL,,,  Logan Airport Terminal A #26  ,East Boston,MA,2128,"(0.0, 0.0)"
LB-99482,FLIK INTERNATIONAL CORP.,LUFTHANSA AIRLINES,NONE,"TWO CONNECTED AIRPORT PASSENGER LOUNGES FOR LUFTHANSA AIRLINES REFERRED TO AS  ""SENATOR LOUNGE"" AND ""BUSINESS LOUNGE"".  SENATOR LOUNGE IS 2 682 SQUARE FEET AND HAS A SEATING CAPACITY OF 51.  THE BUSINESS LOUNGE IS 1 577 SQUARE FEET AND HAS A SEATING CAPACITY OF 43.",09/17/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALA,CV7 All Alc. Airp.,NULL,2:00 AM,2:30 AM,142,FLIK INTERNATIONAL CORP.,NULL,500,,  Logan Airport Terminal E  ,East Boston,MA,2128,"(0.0, 0.0)"
LB-99563,"MURAMPO, INC.",LULU'S ALLSTON,Bar-19 Pers  tables  chairs-93 pers  standing-5 pers.,2100 square feet  in two rooms  kitchen and storage on the first floor.  One (1) main entrance/exit and three (3) additional exits in rear.  Pursuant to authority contained in Chapter 481 of the Acts of 1994.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,2:00 AM,2:30 AM,117,"Murampo, Inc.",NULL,421,, Cambridge St,Allston,MA,2134,"(0.0, 0.0)"
LB-101595,LYRIC STAGE COMPANY,LYRIC STAGE,11:00 A.M. to 11:00 P.M,140 CLARENDON STREET; ON THE SECOND FLOOR THEATRE AND LOBBY.,10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPMW,GOP Malt Wine,NULL,11:00 PM,11:30 PM,244,LYRIC STAGE COMPANY,NULL,140,,  Clarendon ST,Boston,MA,2116,"(42.348611, -71.074438)"
LB-99207,"MACUMBA LATINA, INC.",MACUMBA LATINA,ARMED SECURITY OUTSIDE OF PREMISES THURSDAY - SUNDAY 10 PM THROUGH CLOSING.,Three emergency exits; in two rooms and kitchen on the first floor; cellar for stock.  Capacity breakdown: 208 standing  52 seating.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,260,"MACUMBA LATINA, INC.",NULL,477,, River St,Mattapan,MA,2126,"(0.0, 0.0)"
LB-99001,MAGGIANO'S HOLDING CORPORATION,MAGGIANO'S LITTLE ITALY,,Entrance to the basement from the ground floor dining area via stairs  emergency exit from basement to exit corridor and exit stairs to Stuart Street  emergency exit from ground floor to Church Street and Columbus Avenue  kitchen and stockroom on ground floor  banquet and kitchen in basement  and to,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,480,MAGGIANO'S HOLDING CORPORATION,NULL,4,,  Columbus AV,Boston,MA,2116,"(42.351222, -71.068209)"
LB-99547,"PANDA SPICY POT, INC.",MALA RESTAURANT,1. No bar 2. Malt and Wine to be served only in conjunction with meals. 3. No exterior signs advertising malt and wine,In one room on the street level consisting of a dining area  kitchen and storage area; basement for storage,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,1:00 AM,1:30 AM,43,"PANDA SPICY POT, INC.",(617)888-5366,129,,  Brighton AV,Allston,MA,2134,"(42.353088, -71.131119)"
LB-99655,"LAZARO ORELLANA, INDIVIDUAL",MAMA BLANCA RESTAURANT,1.) NO BAR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  3.) 10:00 P.M. CLOSING HOUR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  BASEMENT FOR STOCK.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,10:00 PM,10:30 PM,40,"LAZARO ORELLANA, INDIVIDUAL",NULL,1045,, Saratoga St,East Boston,MA,2128,"(0.0, 0.0)"
LB-99178,"BUCCELLATI, INC.",MAMA MARIA'S,Close at midnight every night. All patrons out by 12:30 AM.,Side exit for emergency and stock leading to unnumbered exit on Garden Street; in one room and kitchen on first floor; one room on second floor.  Capacity breakdown: 1st fl - 48; 2nd fl - 28.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,MIDNIGHT,12:30 AM,76,"BUCCELLATI, INC.",NULL,3,,  North SQ,Boston,MA,2113,"(42.36407, -71.05331)"
LB-101670,CWB HOTEL LIMITED PARTNERSHIP,MANDARIN ORIENTAL HOTEL,1) ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS STARTING AT 10:00 A.M. 2) OUTDOOR SEASONAL PATIO OPERATING HOURS ARE 10 A.M.-11:00 P.M.,IN WHOLE OF SAID BUILDING AND TO EXCLUDE THE RESTAURANTS L'ESPALIER AND SEL DE LA TERRE FROM ITS LICENSED PREMISES.  MANAGEMENT SERVICES AGREEMENT BETWEEN CWB HOTEL LIMITED PARTNERSHIP AND MANDARIN ORIENTAL MANAGEMENT USA  INC. APPROVED BY THE LICENSING BOARD AND THE ABCC. INCLUDES,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNALR,Inn. All Alc. Restrict.,NULL,2:00 AM,NULL,0,CWB HOTEL LIMITED PARTNERSHIP,NULL,776,,  Boylston ST,Boston,MA,2199,"(0.0, 0.0)"
LB-162571,"FULL COMP, INC.",MARE,NONE,One room and kitchen on the first floor basement for storage with outdoor seasonal patio on private property with 48 seats from 7:00 am - 11:00 pm. Total Inside: 44.,04/07/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,Midnight,12:30 AM,44,"FULL COMP, INC.",(617)880-9919,1,4,  Mechanic CT,Boston,MA,2113,"(42.362904, -71.054999)"
LB-99722,URSULA IMBRIANO & ANTHONY IMBRIANO,MARIO'S RESTAURANT,Malt  Wine andLiqueurs to be served only in conjunction with meals.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND BASEMENT FOR STORAGE.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,30,URSULA IMBRIANO & ANTHONY IMBRIANO,NULL,,347,  Chelsea ST,East Boston,MA,2128,"(42.378168, -71.02887)"
LB-99632,"JUAN REYES, INDIVIDUAL",MIAMI RESTAURANT,A.) NO BAR - ALCOHOL ONLY WITH FOOD  B.) 11:00 P.M. CLOSING,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,11:00 PM,11:30 PM,19,"JUAN REYES, INDIVIDUAL",NULL,381,,  Centre ST,Jamaica Plain,MA,2130,"(42.322337, -71.10927)"
LB-99345,JPC VENTURE CORP.,MARKET,ROOF DECK NOT TO HAVE MORE THAN 24 PATRONS BETWEEN 12:00 NOON AND 6:00 PM.  FROM 6:00 PM -2:00 AM ROOF DECK HAS A MAXIMUM CAPACITY OF 48 PATRONS.,21 BROAD ST./130 WATER STREET; IN ONE LARGE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR ONE ROOM ON 3RD FLOOR.  KITCHEN ON THE 4TH FLOOR.  CELLAR FOR STOCK; ALSO SEASONAL OUTDOOR PATIO FOR DINING; ROOF DECK FOR DINING AND ENTRANCES/EXITS FOR EMERGENCY ON 21 BROAD STREET/130 WATER STREET.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,607,JPC VENTURE CORP.,NULL,21,,  Broad ST,Boston,MA,2109,"(42.358443, -71.054658)"
LB-101642,GHM LOGAN MANAGEMENT LLC,MARRIOTT COURTYARD HOTEL,NONE,IN WHOLE OF SAID BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,NULL,0,GHM LOGAN MANAGEMENT LLC,NULL,225,, William F McClellan Hw,East Boston,MA,2128,"(42.387239, -71.016559)"
LB-99414,MARRIOTT'S RESORTS HOSPITALITY CORPORATION,MARRIOTT CUSTOM HOUSE,NONE,TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN REAR ROTUNDA AND EAST FOYER BALCONY ON FIRST FLOOR  ROTUNDA BALCONY ON SECOND FLOOR; AND OBSERVATION DECK ON 25TH FLR.,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,205,MARRIOTT RESORTS HOSPITALITY CORPORATION,NULL,3,,  McKinley SQ,Boston,MA,2109,"(42.35904, -71.05356)"
LB-101637,"MARRIOTT HOTEL SERVICES, INC.",MARRIOTT LONG WHARF,VALET PARKING PROVIDED AND 10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,At Long Wharf  at the intersection of State Street and Atlantic Avenue on BRA Disposition Parcels A-6 and A-7.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,NULL,2:00 AM,2:30 AM,0,"MARRIOTT HOTEL SERVICES, INC.",NULL,296,,  State ST,Boston,MA,2109,"(42.36012, -71.05091)"
LB-99617,MARU LLC,MARU,NONE,RETAIL SPACE LOCATED WITHIN THE WESTIN BOSTON COPLEY PLACE HOTEL ON THE LOBBY FLOOR OF THE HOTEL.  IN ONE ROOM  EATING BAR AND DINING TABLES WITH SEMI-OPEN KITCHEN.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,2:00 AM,2:30 AM,45,MARU LLC,NULL,10,,  Huntington AV,Boston,MA,2116,"(42.348545, -71.077314)"
LB-101579,"MONDAY MORNING, INC",MARYANNE'S,NONE,IN TWO ROOMS ON FIRST FLOOR; 1 ROOM; OFFICE AND STOCKROOM IN BASEMENT.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPAL,GOP All Alc.,NULL,2:00 AM,2:30 AM,200,"MONDAY MORNING, INC",NULL,1937,1939,  Beacon ST,Brighton,MA,2135,"(42.335909, -71.149245)"
LB-99116,"CUSINIERS, INC.",MASA RESTAURANT,Patio Conditions: 1.) 10:00 PM Closing  2.) Alcohol to be served in conjunction with food only.  3.) Patio to be staffed at all times.,In one room on first floor with kitchen and storage in rear  emergency exits to alley in rear and to include a seasonal outdoor patio in front of premises for 8 persons from April through October.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,117,"CUSINIERS, INC.",NULL,439,, Tremont St,Boston,MA,2116,"(0.0, 0.0)"
LB-99788,"MASONA, INC.",MASONA GRILL,CLOSING HOUR: SUNDAY - THURSDAY 10:00 P.M.  FRIDAY AND SATURDAY 10:30 P.M.  1.) ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD.,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,10:00 PM,10:30 PM,48,"MASONA, INC.",NULL,4,6,  Corey ST,West Roxbury,MA,2132,"(0.0, 0.0)"
LB-99437,MASSACHUSETTS CONVENTION CENTER AUTHORITY,MASSACHUSETTS CONVENTION CENTER AUTHORITY,A.) ALCOHOL SERVICE ONLY WITH CONVENTION EVENT.,IN WHOLE OF SAID BUILDING.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORITY & LEVY PREMIUM FOOD SERVICE LIMITED PARTNERSHIP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,25000,MASSACHUSETTS CONVENTION CENTER AUTHORITY,NULL,415,, Summer St,Boston,MA,2210,"(42.344449, -71.044821)"
LB-99361,"MASSIMINO'S CUCINA ITALIANA,INC.",MASSIMINO'S,1) No Bar. 2) Alcoholic beverages served only in conjunction with meals.,In one room with kitchen on first floor  one room in basement ,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,48,"MASSIMINO'S CUCINA ITALIANA,INC.",NULL,205,207,  Endicott ST,Boston,MA,2113,"(42.36652, -71.05788)"
LB-99022,"45 PROVINCE RESTAURANT, LLC",MAST' RESTAURANT & DRINKERY,THE BOARD GRANTED THE PETITION FOR PERMISSION TO PROVIDE BOTTLE SERVICE ON THE LICENSED PREMISES.,Consisting of two floors with entrance at front;  lower level consists of one room containing dining room  bar  restrooms  storage  refridgeration area and kitchen in rear.  upper level consists of one room containing dining room  dining bar and bar;,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,120,"STRADA 45, LLC",NULL,45,, Province St,Boston,MA,2108,"(42.357037, -71.06017)"
LB-99719,LINDA C. LODDO,MAURIZIO'S,NONE,IN ONE ROOM ON FIRST FLOOR USED FOR DINING WITH KITCHEN IN REAR  ONE DINING ROOM IN BASEMENT WITH STORAGE.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,73,LINDA C. LODDO,NULL,364,,  Hanover ST,Boston,MA,2113,"(42.365393, -71.053271)"
LB-138053,"154 Maverick, LLC",Maverick Marketplace,NONE,In 2 rooms on the first floor. Kitchen in the rear with storage in the kitchen and sub-basement with 2 exits. 1 in the front and 1 in the rear. Also to include an outdoor seasonal patio on private property for 28 patrons between the hours of 7:00 a.m. - 11:00 p.m.  24 Interior & 28 Exterior.,03/31/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALN,CV7ALN - Neighborhood Restricted,NULL,11:00 p.m.,11:30 p.m.,24,154 MAVERICK LLC,(617)571-9031,154,,  Maverick ST,East Boston,MA,2128,"(42.369908, -71.037913)"
LB-98918,"RAW RESTAURANT GROUP, LLC",MIJA,NONE,A RESTAURANT AT GROUND LEVEL ON THE NORTH SIDE OF THE BUILDING  WITH A SIDE PATIO ADJOINING ON THE STREET LEVEL (COVERED AND UNCOVERED).  THE RESTAURANT CONTAINS TWO ENTRANCES/EXITS.  THE KITCHEN AND STORAGE ARE LOCATED IN THE BASEMENT. CAPACITY INTERIOR  150   EXTERIOR 74.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,224,"RAW RESTAURANT GROUP, LLC",NULL,1,, Faneuil Hall Marketplace ,Boston,MA,2109,"(0.0, 0.0)"
LB-99102,"MAX BRENNER BOYLSTON, INC.","MAX BRENNER, CHOCOLATE BY THE BALD MAN",PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,ONE LARGE ROOM ON THE FIRST FLOOR; APPROX. 3500 SQUARE FEET.  KITCHEN  OFFICE  STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 24 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 23 @ BAR STOOLS  28 @ TABLES & CHAIR,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,143,"MAX BRENNER BOYLSTON, INC.",NULL,745,, Boylston St,Boston,MA,2116,"(42.349421, -71.080611)"
LB-99402,MCCORMICK & SCHMICK RESTAURANT CORP.,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,NONE,MAIN ENTRANCE ON GROUND FLOOR IN TWO ROOMS FOR DINING  ONE WITH BAR  AND KITCHEN; WITH SEASONAL OUTDOOR PATIO.  ON SECOND FLOOR IN TWO ROOMS FOR DINING  SERVICE BAR; IN BASEMENT IN ONE ROOM FOR DINING  AND KITCHEN STORAGE AND OFFICE.  Capacity breakdown: basement - 67; ground fl - 117; 2nd fl - 112.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,296,MCCORMICK & SCHMICK RESTAURANT CORP.,NULL,300,,  Faneuil Hall Marketplace  ,Boston,MA,2109,"(0.0, 0.0)"
LB-98903,"GEORGE ASSOCIATES, INC.",MCGANN'S PUB,ALCOHOLIC BEVARAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In one room and kitchen on the first floor  with entrance on Portland St.  and emergency exit to alley in rear and to main building lobby and cellar for stock.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,180,"GEORGE ASSOCIATES, INC.",NULL,197,,  Portland ST,Boston,MA,2114,"(0.0, 0.0)"
LB-99198,JAKE INC.,MCGREVEY'S THIRD BASE,1) Alcoholic beverages to be served only in conjunction with brunch on Sundays from 11:00 a.m.to noon. 2)Food to be available at all times. 3) Trash pickup 6 days a week; trash kept  storedand locked. 4) Day time capacity:216 at upper level  49 at lower level. Night time capacity: 269 at upper level  49 at lower level.,911 Boylston Street; in one room on the first floor; in one room in basement with kitchen and storage.  MANAGEMENT AGREEMENT APPROVED BETWEEN JAKE  INC. AND INTERNATIONAL BOSTON MANAGEMENT GROUP  LLC.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,318,"JAKE, INC.",NULL,911,, Boylston St,Boston,MA,2115,"(0.0, 0.0)"
LB-101578,ARANGO CORPORATION,MEDALLO,NONE,UNNUMBERED ENTRANCE NEXT TO 411 CHELSEA STREET AND TWO EMERGENCY EXITS; IN ONE ROOM ON 1ST FLOOR OF 411 CHELSEA STREET; 2ND FLOOR OF 413 CHELSEA STREET & BASEMENT OF 411 CHELSEA STREET FOR STOCK.  411-413 CHELSEA STREET  EAST BOSTON  MA  02128,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,GOPAL,GOP All Alc.,NULL,2:00 AM,2:30 AM,91,ARANGO CORPORATION,NULL,411,,  Chelsea ST,East Boston,MA,2128,"(42.379899, -71.026814)"
LB-139202,"MEI MEI RESTAURANT, INC.",Mei Mei,NONE,This premises is a 1300 square foot restaurant at 506 Park Drive.  The premises seats 38 patrons and is equipped with two handicapped accessible restrooms.  The space is one of four commercial units in a 7400 square foot masonry building that is 1 story high.,11/30/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,1:00 AM,1:30 AM,38,"The Mei Mei Restaurant, Inc.",(857)250-4959,506,,  Park DR,Boston,MA,2215,"(0.0, 0.0)"
LB-99806,MERENGUE CORP.,MERENGUE RESTAURANT & CATERING,1.) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,MIDNIGHT,12:30 AM,90,MERENGUE CORP.,NULL,156,160,  Blue Hill AV,Roxbury,MA,2119,"(42.319179, -71.077549)"
LB-99393,NEW APPLETON LLC,MERRILL & CO.,1. Alcohol to be served with food on patio. 2. Patio Staffed during hours of operation between the hours 5:00 P.M.- Midnight.,A restaurant consisting of 3 830 sq. feet located on the first floor with kitchen and storage in the rear.  With a seasonal outdoor patio located on public property with seating for 34 patrons,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,159,NEW APPLETON LLC,NULL,1,,  Appleton ST,Boston,MA,2116,"(42.346725, -71.069653)"
LB-99030,"THE METROPOLITAN CLUB, INC.",MET PRIME,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS BEGINNING 11:00 A.M.  PATIO CONDITION: LICENSEE MUST ENSURE THAT PEDESTRIANS DO NOT ATTACH ANYTHING TO FENCING.,BAR AND DINING ROOM ENTRANCE AND EXIT 1ST FLOOR; 281 DARTMOUTH STREET.  KITCHEN AND OFFICE 1ST FLOOR; 277 DARTMOUTH STREET.  2 DINING ROOMS 1ST FLOOR; 279 DARTMOUTH STREET; STORAGE AND EXIT IN BASEMENT; 147 NEWBURY STREET; DINING ROOM BAR AND 2 EXITS BASEMENT LEVEL 281 DARTMOUTH STREET.  BASEMENT KI,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,268,"THE METROPOLITAN CLUB, INC.",NULL,279,,  Dartmouth ST,Boston,MA,2116,"(0.0, 0.0)"
LB-134078,"584 TREMONT, INC.",Metropolis Cafe,NONE,First floor 40 seat dining room with small bar  kitchen & bathroom. Basement with prep kitchen  storage  office and refrigeration.,10/27/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALR,CV7 All Alc. Restrict.,NULL,Midnight,12:30 AM,40,584 Tremont Inc.,(617)247-2931,584,, Tremont St,Roxbury,MA,2118,"(0.0, 0.0)"
LB-99362,MFT CORP.,MFT,,In one room and kitchen on first floor basement for stock.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,11:00 PM,11:30 PM,68,MFT CORP.,NULL,25,29,  Prince ST,Boston,MA,2113,"(42.364563, -71.05416)"
LB-99807,"ALTAMIRA BANQUETS, LLC",MI PUEBLITO ORIENT HEIGHTS,1:00 A.M. for deliveries only.,IN ONE ROOM ON THE FIRST FLOOR/KITCHEN  DINING ROOM  LOUNGE AREA WITH A CUSTOMER BAR WITH 8 BAR STOOLS  64 TABLES.  ON THE BASEMENT LEVEL/TWO FUNCTION ROOMS  STORAGE  CUSTOMER BAR WITH 7 STOOLS  70 TABLES.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,149,"ALTAMIRA BANQUETS, LLC",NULL,964,,  Saratoga ST,East Boston,MA,2128,"(42.38717, -71.0086)"
LB-99814,"F&H, INC.",MI PUEBLITO RESTAURANT,WINES AND MALT BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,NULL,11:00 PM,11:30 PM,49,"F&H, INC.",NULL,333,, Border St,East Boston,MA,2128,"(0.0, 0.0)"
LB-99605,YUNG SU CHOE CORP.,MISONO,1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2) SUSHI BAR TO HAVE MAXIMUM OF14 SEATS.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN THE REAR AND STORAGE IN THE BASEMENT.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,NULL,MIDNIGHT,12:30 AM,49,YUNG SU CHOE CORP.,NULL,669,,  VFW PW,Boston,MA,2467,"(42.296579, -71.155008)"
LB-99105,"724 HUNTINGTON AVENUE, INC.",MISSION BAR & GRILLE,,Rear entrance on Calumet St - For stock and rear exit from 726 Huntington Avenue to alley - two rooms and kitchen first floor - cellar for stock. CAPACITY BREAKDOWN: 44 PERSONS SEATED TABLE & CHAIRS; 20 PERSONS SEATED - BAR; 50 PERSONS STANDING-BAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,114,"724 HUNTINGTON AVENUE, INC.",NULL,,726,  Huntington AV,Boston,MA,2115,"(0.0, 0.0)"
LB-99400,TRAIF CORP.,MISTRAL,1.ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In four rooms on the first floor with kitchen in the rear  storage on the mezzanine level.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,270,TRAIF CORP.,NULL,221,,  Columbus AV,Boston,MA,2116,"(42.348248, -71.07269)"
LB-99157,"DUNBOY, INC.",MJ O'CONNOR'S IRISH PUB,1) Columbus Ave. door must be closed to the public at 12:30 A.M. Hotel entrance to be used as entrance and exit. 2) Sunday opening at11:00 A.M. for alcohol service.PATIO CONDITIONS: 1) Alcohol service in conjunction with food only;2)patio to be staffed at all times; and 3) Patio closing hours -- Sunday through Wednesday  10:00 PM  Thursday through Saturday 10:30 PM.,TWO ROOMS AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK TO INCLUDE SEASONAL OUTDOOR DINING FOR 30 PATRONS FROM APRIL 1ST THROUGH OCTOBER 31ST.  DPW LAND,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,258,"DUNBOY, INC.",NULL,27,,  Columbus AV,Boston,MA,2116,"(42.351143, -71.068949)"
